goodreads_book_id,summary,genre,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genre2
14706,"Goethe’s masterpiece and perhaps the greatest work in German literature, Faust has made the legendary German alchemist one of the central myths of the Western world. Here indeed is a monumental Faust, an audacious man boldly wagering with the devil, Mephistopheles, that no magic, sensuality, experience, or knowledge can lead him to a moment he would wish to last forever. Here, in Faust, Part I, the tremendous versatility of Goethe’s genius creates some of the most beautiful passages in literature. Here too we experience Goethe’s characteristic humor, the excitement and eroticism of the witches’ Walpurgis Night, and the moving emotion of Gretchen’s tragic fate.This authoritative edition, which offers Peter Salm’s wonderfully readable translation as well as the original German on facing pages, brings us Faust in a vital, rhythmic American idiom that carefully preserves the grandeur, integrity, and poetic immediacy of Goethe’s words.","['Classics', 'Fiction', 'Plays', 'Poetry', 'European Literature', 'German Literature', 'Drama']",2297,14706,16721,260,553213482,9780553213480.0,"Johann Wolfgang von Goethe, Peter Salm",1808,Faust. Eine Tragödie,Faust: First Part,eng,3.93,43276,48935,815,881,3226,11099,16802,16927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Classics', 'Fiction', 'Plays', 'Poetry', 'EuropeanLiterature', 'GermanLiterature', 'Drama']"
14743,"A preeminent scientist -- and the world's most prominent atheist -- asserts the irrationality of belief in God and the grievous harm religion has inflicted on society, from the Crusades to 9/11.With rigor and wit, Dawkins examines God in all his forms, from the sex-obsessed tyrant of the Old Testament to the more benign (but still illogical) Celestial Watchmaker favored by some Enlightenment thinkers. He eviscerates the major arguments for religion and demonstrates the supreme improbability of a supreme being. He shows how religion fuels war, foments bigotry, and abuses children, buttressing his points with historical and contemporary evidence. The God Delusion makes a compelling case that belief in God is not just wrong but potentially deadly. It also offers exhilarating insight into the advantages of atheism to the individual and society, not the least of which is a clearer, truer appreciation of the universe's wonders than any faith could ever muster.","['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Religion', 'Atheism']",474,14743,3044365,104,618680004,9780618680010.0,Richard Dawkins,2006,The God Delusion,The God Delusion,eng,3.89,162740,176774,6812,9571,11019,31723,60769,63692,https://images.gr-assets.com/books/1347220693m/14743.jpg,https://images.gr-assets.com/books/1347220693s/14743.jpg,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Religion', 'Atheism']"
14817,"Substance D is not known as Death for nothing. It is the most toxic drug ever to find its way on to the streets of LA. It destroys the links between the brain's two hemispheres, causing, first, disorientation and then complete and irreversible brain damage.The undercover narcotics agent who calls himself Bob Arctor is desperate to discover the ultimate source of supply. But to find any kind of lead he has to pose as a user and, inevitably, without realising what is happening, Arctor is soon as addicted as the junkies he works among...","['Science Fiction', 'Fiction', 'Science Fiction', 'Dystopia']",1620,14817,1527439,97,057507681X,9780575076820.0,Philip K. Dick,1977,A Scanner Darkly ,A Scanner Darkly,eng,4.04,54014,61544,2181,767,2537,12216,24238,21786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['ScienceFiction', 'Fiction', 'ScienceFiction', 'Dystopia']"
14839,"This book was too long for me. The plot convoluted in a way, I had problems with connecting with the protagonist that should have been a guy to really like. He was a troubled but highly skilled FBI agent with issues, which were resolved in a way, but still lacking any final resolution. Even a loosely possible romantic situation didn't eventuate. I was disappointed with this, but as always, my audio cd's are limited as I only borrow from the library and never seem to choose anything decent. Disappointing, and all I can really articulate is that it was okay.","['Fiction', 'Thriller', 'Mystery']",2539,14839,3238533,89,446611778,9780446611770.0,David Baldacci,2001,Last Man Standing,Last Man Standing,eng,4.03,36265,38118,708,401,1245,7983,15634,12855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fiction', 'Thriller', 'Mystery']"
15158,"Existing at the fringes of Washington D.C., the Club consists of four eccentric members. Led by a mysterious man know as ""Oliver Stone,"" they study conspiracy theories, current events, and the machinations of government to discover the ""truth"" behind the country's actions. Their efforts bear little fruit --- until the group witnesses a shocking murder ... and become embroiled in an astounding, far reaching conspiracy. Now the Club must join forces with a Secret Service agent to confront one of the most chilling spectacles ever to take place on American soil --- an event that may trigger the ultimate war between two different worlds. And all that stands in the way of this apocalypse is five unexpected heroes.","['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Mystery', 'Crime']",1534,15158,2571396,90,446615625,9780446615620.0,David Baldacci,2005,The Camel Club,"The Camel Club (Camel Club, #1)",eng,4.02,58973,63140,2255,886,2571,12705,25005,21973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Mystery', 'Crime']"
15159,"A grizzled professional cat burglar gets trapped inside the bedroom closet of one of the world's richest men, only to witness, through a one-way mirror, two Secret Service agents kill the billionaire's trampy young wife as she tries to fight off the drunken sexual advances of the nation's chief executive. Running for his life, but not before he picks up a bloodstained letter opener that puts the president at the scene of the crime, the burglar becomes the target of a clandestine manhunt orchestrated by leading members of the executive branch.Meanwhile, Jack Graham, once a public defender and now a high-powered corporate attorney, gets drawn into the case because the on-the-lam burglar just happens to be the father of his former financee, a crusading Virginia prosecutor. Embroidering the narrative through assorted plot whorls are the hero's broken romance; his conflict over selling out for financial success; the prosecutor's confused love-hate for her burglar father; the relentless investigation by a northern Virginia career cop; the dilemma of government agents trapped in a moral catch-22; the amoral ambitions of a sexy White House Chief of Staff; and the old burglar's determination to bring down the ruthless president. Meanwhile, lurking at the novel's center like a venomous spider is the sociopathic president.","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery', 'Crime']",1150,15159,2837,102,330419641,9780330419640.0,David Baldacci,1995,Absolute Power,Absolute Power,eng,4.15,72481,76197,1344,589,1787,13178,30957,29686,https://images.gr-assets.com/books/1328399707m/15159.jpg,https://images.gr-assets.com/books/1328399707s/15159.jpg,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery', 'Crime']"
15309,"Harold Gaynor offers Anita Blake a million dollars to raise a 300-year-old zombie. Knowing it means a human sacrifice will be necessary, Anita turns him down. But when dead bodies start turning up, she realizes that someone else has raised Harold's zombie--and that the zombie is a killer. Anita pits her power against the zombie and the voodoo priestess who controls it.In The Laughing Corpse Anita will learn that there are some secrets better left buried-and some people better off dead...","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Romance']",2090,15309,2428162,52,425204669,9780425204660.0,Laurell K. Hamilton,1994,The Laughing Corpse,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",en-US,4.11,62189,69306,1737,518,2430,13679,24881,27798,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fantasy', 'UrbanFantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Romance']"
15638,"This is Edmond Rostand's immortal play in which chivalry and wit, bravery and love are forever captured in the timeless spirit of romance. Set in Louis XIII's reign, it is the moving and exciting drama of one of the finest swordsmen in France, gallant soldier, brilliant wit, tragic poet-lover with the face of a clown. Rostand's extraordinary lyric powers gave birth to a universal hero--Cyrano de Bergerac--and ensured his own reputation as author of one of the best-loved plays in the literature of the stage. This translation, by the American poet Brian *****, is nearly as famous as the original play itself, and is generally considered to be one of the finest English verse translations ever written.","['Classics', 'Plays', 'Fiction', 'Drama', 'Cultural', 'France', 'Romance', 'Plays', 'Theatre', 'Academic', 'School', 'Literature', 'Historical', 'Historical Fiction']",1887,15638,2327623,501,451528921,9780451528930.0,"Edmond Rostand, Eteel Lawson, Lowell Bair",1897,Cyrano de Bergerac,Cyrano de Bergerac,eng,4.05,54607,60623,1463,801,2726,12688,20653,23755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Classics', 'Plays', 'Fiction', 'Drama', 'Cultural', 'France', 'Romance', 'Plays', 'Theatre', 'Academic', 'School', 'Literature', 'Historical', 'HistoricalFiction']"
15925,"Julie Barenson's young husband left her two unexpected gifts before he died: a Great Dane puppy named Singer and the promise that he would always be watching over her. Now, four years have passed. Still living in the small town of Swansboro, North Carolina, 29-year-old Julie is emotionally ready to make a commitment to someone again. But who? Should it be Richard Franklin, the handsome, sophisticated engineer who treats her like a queen? Or Mike Harris, the down-to-earth nice guy who was her husband's best friend? Choosing one of them should bring her more happiness than she's had in years. Instead, Julie is soon fighting for her life in a nightmare spawned by a chilling deception and jealousy so poisonous that it has become a murderous desire","['Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary']",571,15925,810630,88,446696110,9780446696110.0,Nicholas Sparks,2003,The Guardian,The Guardian,en-US,4.14,136427,142884,4333,1867,5499,26372,45789,63357,https://images.gr-assets.com/books/1388195339m/15925.jpg,https://images.gr-assets.com/books/1388195339s/15925.jpg,"['Romance', 'Fiction', 'WomensFiction', 'ChickLit', 'Contemporary']"
16286,"This daring literary thriller, rich with eroticism and suspense, is one of John Fowles's best-loved and bestselling novels and has contributed significantly to his international reputation as a writer of the first degree. At the center of The Magus is Nicholas Urfe, a young Englishman who accepts a teaching position on a remote Greek island, where he befriends a local millionaire. The friendship soon evolves into a deadly game, in which reality and fantasy are deliberately manipulated, and Nicholas finds that he must fight not only for his sanity but for his very survival.","['Fiction', 'Classics', 'Fantasy', 'Mystery', 'Literature']",2810,16286,1816475,94,316296198,9780316296200.0,John Fowles,1965,The Magus,The Magus,en-US,4.04,32914,37237,2038,1050,2211,6360,12018,15598,https://images.gr-assets.com/books/1441323311m/16286.jpg,https://images.gr-assets.com/books/1441323311s/16286.jpg,"['Fiction', 'Classics', 'Fantasy', 'Mystery', 'Literature']"
16429,"With each and every new novel, Dean Koontz raises the stakes--and the pulse rate--higher than any other author. Now, in what may be his most suspenseful and heartfelt novel ever, he brings us the story of an ordinary man whose extraordinary commitment to his wife will take him on a harrowing journey of adventure, sacrifice, and redemption to the mystery of love itself--and to a showdown with the darkness that would destroy it forever. What would you do for love? Would you die? Would you kill? We have your wife. You can get her back for two million cash. Landscaper Mitchell Rafferty thinks it must be some kind of joke. He was in the middle of planting impatiens in the yard of one of his clients when his cell phone rang. Now he's standing in a normal suburban neighborhood on a bright summer day, having a phone conversation out of his darkest nightmare. Whoever is on the other end of the line is dead serious. He has Mitch's wife and he's named the price for her safe return. The caller doesn't care that Mitch runs a small two-man landscaping operation and has no way of raising such a vast sum. He's confident that Mitch will find a way. If he loves his wife enough. . . Mitch does love her enough. He loves her more than life itself. He's got seventy-two hours to prove it. He has to find the two million by then. But he'll pay a lot more. He'll pay anything. From its tense opening to its shattering climax, The Husband is a thriller that will hold you in its relentless grip for every twist, every shock, every revelation...until it lets you go, unmistakably changed. This is a Dean Koontz novel, after all. And there's no other experience quite like it.","['Thriller', 'Fiction', 'Horror', 'Mystery', 'Suspense']",2735,16429,944272,67,553804790,9780553804800.0,Dean Koontz,2006,The Husband,The Husband,eng,3.8,36233,38254,1638,561,2435,11052,14284,9922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Thriller', 'Fiction', 'Horror', 'Mystery', 'Suspense']"
16631,"Steppenwolf is a poetical self-portrait of a man who felt himself to be half-human and half-wolf. This Faust-like and magical story is evidence of Hesse's searching philosophy and extraordinary sense of humanity as he tells of the humanization of a middle-aged misanthrope. Yet his novel can also be seen as a plea for rigorous self-examination and an indictment of the intellectual hypocrisy of the period. As Hesse himself remarked, ""Of all my books Steppenwolf is the one that was more often and more violently misunderstood than any of the others"".","['Fiction', 'Classics', 'Philosophy', 'European Literature', 'German Literature', 'Literature']",1015,16631,57612,359,140282580,9780140282580.0,"Hermann Hesse, Basil Creighton",1927,Der Steppenwolf: Erzählung,Steppenwolf,eng,4.11,80769,97230,2993,1387,4435,17024,33570,40814,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fiction', 'Classics', 'Philosophy', 'EuropeanLiterature', 'GermanLiterature', 'Literature']"
16690,"It is a tale of revolution, of the rebellion of a former penal colony on the Moon against its masters on the Earth. It is a tale of a culture whose family structures are based on the presence of two men for every woman, leading to novel forms of marriage and family. It is the story of the disparate people, a computer technician, a vigorous young female agitator, and an elderly academic who become the movement's leaders, and of Mike, the supercomputer whose sentience is known only to the revolt's inner circle, who for reasons of his own is committed to the revolution's ultimate success.","['Science Fiction', 'Fiction', 'Classics']",1179,16690,1048525,105,340837942,9780340837950.0,Robert A. Heinlein,1966,The Moon is a Harsh Mistress,The Moon is a Harsh Mistress,eng,4.17,80366,86665,2783,877,2892,14617,30401,37878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['ScienceFiction', 'Fiction', 'Classics']"
16703,"For sixty years, Jews have prospered in the Federal District of Sitka, a ""temporary"" safe haven created in the wake of revelations of the Holocaust and the shocking 1948 collapse of the fledgling state of Israel. Now the District is set to revert to Alaskan control, and their dream is coming to an end: once again the tides of history threaten to sweep them up and carry them off into the unknown.For sixty years, Jewish refugees and their descendants have prospered in the Federal District of Sitka, a ""temporary"" safe haven created in the wake of revelations of the Holocaust and the shocking 1948 collapse of the fledgling state of Israel. Proud, grateful, and longing to be American, the Jews of the Sitka District have created their own little world in the Alaskan panhandle, a vibrant, gritty, soulful, and complex frontier city that moves to the music of Yiddish. For sixty years they have been left alone, neglected and half-forgotten in a backwater of history. Now the District is set to revert to Alaskan control, and their dream is coming to an end: once again the tides of history threaten to sweep them up and carry them off into the unknown. But homicide detective Meyer Landsman of the District Police has enough problems without worrying about the upcoming Reversion. His life is a shambles, his marriage a wreck, his career a disaster. He and his half-Tlingit partner, Berko Shemets, can't catch a break in any of their outstanding cases. Landsman's new supervisor is the love of his life—and also his worst nightmare. And in the cheap hotel where he has washed up, someone has just committed a murder—right under Landsman's nose. Out of habit, obligation, and a mysterious sense that it somehow offers him a shot at redeeming himself, Landsman begins to investigate the killing of his neighbor, a former chess prodigy. But when word comes down from on high that the case is to be dropped immediately, Landsman soon finds himself contending with all the powerful forces of faith, obsession, hopefulness, evil, and salvation that are his heritage—and with the unfinished business of his marriage to Bina Gelbfish, the one person who understands his darkest fears. At once a gripping whodunit, a love story, an homage to 1940s noir, and an exploration of the mysteries of exile and redemption, The Yiddish Policemen's Union is a novel only Michael Chabon could have written.(front flap)","['Fiction', 'Mystery', 'Science Fiction', 'Science Fiction', 'Alternate History', 'Mystery', 'Crime']",1873,16703,95855,58,7149824,9780007149830.0,Michael Chabon,2007,The Yiddish Policemen's Union,The Yiddish Policemen's Union,eng,3.69,46854,52340,6024,1649,4243,14023,21009,11416,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fiction', 'Mystery', 'ScienceFiction', 'ScienceFiction', 'AlternateHistory', 'Mystery', 'Crime']"
16729,"An American expatriate in Rome unearths his family legacy in this sweeping novel by the acclaimed author of The Prince of Tides and The Great SantiniA Southerner living abroad, Jack McCall is scarred by tragedy and betrayal. His desperate desire to find peace after his wife’s suicide draws him into a painful, intimate search for the one haunting secret in his family’s past that can heal his anguished heart. Spanning three generations and two continents, from the contemporary ruins of the American South to the ancient ruins of Rome, from the unutterable horrors of the Holocaust to the lingering trauma of Vietnam, Beach Music sings with life’s pain and glory. It is a novel of lyric intensity and searing truth, another masterpiece among Pat Conroy’s legendary and beloved novels.","['Fiction', 'American', 'Southern', 'Contemporary']",2939,16729,2707941,57,553381539,9780553381540.0,Pat Conroy,1975,Beach Music,Beach Music,eng,4.13,33220,35585,2396,515,1511,6104,12108,15347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fiction', 'American', 'Southern', 'Contemporary']"
16735,"PAT CONROY has created a huge, brash thunderstorm of a novel, stinging with honesty and resounding with drama. Spanning forty years, this is the story of turbulent Tom Wingo, his gifted and troubled twin sister Savannah, and their struggle to triumph over the dark and tragic legacy of the extraordinary family into which they were born.Filled with the vanishing beauty of the South Carolina low country as well as the dusty glitter of New York City, The Prince of Tides is PAT CONROY at his very best.","['Fiction', 'Classics', 'American', 'Southern', 'Contemporary', 'Romance']",515,16735,1312477,80,553381547,9780553381540.0,Pat Conroy,1986,The Prince of Tides,The Prince of Tides,eng,4.22,159596,165367,3454,2169,5408,24359,55122,78309,https://images.gr-assets.com/books/1320541074m/16735.jpg,https://images.gr-assets.com/books/1320541074s/16735.jpg,"['Fiction', 'Classics', 'American', 'Southern', 'Contemporary', 'Romance']"
16788,"This is a stunning collection of short stories by acclaimed fantasy writer Neil Gaiman. His distinctive genius has been championed by writers as diverse as Norman Mailer and Stephen King. With The Sandman Neil Gaiman created one of the most sophisticated, intelligent, and influential graphic novel series of our time. Now after the recent success of his latest novel Anansi Boys, Gaiman has produced Fragile Things, his second collection of short fiction. These stories will dazzle your senses, haunt your imagination, and move you to the very depths of your soul. This extraordinary compilation reveals one of the world's most gifted storytellers at the height of his powers.","['Fantasy', 'Short Stories', 'Fiction', 'Horror']",2674,16788,3262727,71,60515228,9780060515220.0,Neil Gaiman,2006,Fragile Things: Short Fictions and Wonders,Fragile Things: Short Fictions and Wonders,eng,4.02,38942,46100,3045,299,1602,9585,20227,14387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fantasy', 'ShortStories', 'Fiction', 'Horror']"
16902,"Originally published in 1854, Walden; or, Life in the Woods, is a vivid account of the time that Henry D. Thoreau lived alone in a secluded cabin at Walden Pond. It is one of the most influential and compelling books in American literature. This new paperback edition-introduced by noted American writer John Updike-celebrates the 150th anniversary of this classic work. Much of Walden's material is derived from Thoreau's journals and contains such engaging pieces as ""Reading"" and ""The Pond in the Winter"" Other famous sections involve Thoreau's visits with a Canadian woodcutter and with an Irish family, a trip to Concord, and a description of his bean field. This is the complete and authoritative text of Walden-as close to Thoreau's original intention as all available evidence allows. For the student and for the general reader, this is the ideal presentation of Thoreau's great document of social criticism and dissent.","['Classics', 'Nonfiction', 'Philosophy', 'Environment', 'Nature', 'Autobiography', 'Memoir', 'Literature', 'Biography', 'Writing', 'Essays', 'Literature', 'American', 'Environment']",819,16902,2361393,852,691096120,9780691096120.0,Henry David Thoreau,1854,Walden; or Life in the Woods,Walden,eng,3.79,108062,120653,3620,5092,10227,27683,39108,38543,https://images.gr-assets.com/books/1465675526m/16902.jpg,https://images.gr-assets.com/books/1465675526s/16902.jpg,"['Classics', 'Nonfiction', 'Philosophy', 'Environment', 'Nature', 'Autobiography', 'Memoir', 'Literature', 'Biography', 'Writing', 'Essays', 'Literature', 'American', 'Environment']"
17125,"The only English translation authorized by Aleksandr Solzhenitsyn First published in the Soviet journal Novy Mir in 1962, One Day in the Life of Ivan Denisovich stands as a classic of contemporary literature. The story of labor-camp inmate Ivan Denisovich Shukhov, it graphically describes his struggle to maintain his dignity in the face of communist oppression. An unforgettable portrait of the entire world of Stalin's forced work camps, One Day in the Life of Ivan Denisovich is one of the most extraordinary literary documents to have emerged from the Soviet Union and confirms Solzhenitsyn's stature as ""a literary genius whose talent matches that of Dosotevsky, Turgenev, Tolstoy""--Harrison SalisburyThis unexpurgated 1991 translation by H. T. Willetts is the only authorized edition available, and fully captures the power and beauty of the original Russian.","['Fiction', 'Classics', 'Cultural', 'Russia', 'Historical', 'Historical Fiction', 'Literature', 'Russian Literature', 'Literature']",1518,17125,838042,264,374529523,9780374529530.0,"Aleksandr Solzhenitsyn, H.T. Willetts",1962,Один день Ивана Денисовича,One Day in the Life of Ivan Denisovich,eng,3.94,61678,72038,2915,1147,3666,16109,28201,22915,https://images.gr-assets.com/books/1427731744m/17125.jpg,https://images.gr-assets.com/books/1427731744s/17125.jpg,"['Fiction', 'Classics', 'Cultural', 'Russia', 'Historical', 'HistoricalFiction', 'Literature', 'RussianLiterature', 'Literature']"
17162,"Jerry Renault ponders the question on the poster in his locker: Do I dare disturb the universe? Refusing to sell chocolates in the annual Trinity school fund-raiser may not seem like a radical thing to do. But when Jerry challenges a secret school society called The Vigils, his defiant act turns into an all-out war. Now the only question is: Who will survive? First published in 1974, Robert Cormier's groundbreaking novel, an unflinching portrait of corruption and cruelty, has become a modern classic.A New York Times Outstanding Book of the YearAn ALA Best Book for Young AdultsA School Library Journal Best Book of the Year","['Young Adult', 'Fiction', 'Classics', 'Realistic Fiction', 'Literature', 'Banned Books', 'Young Adult', 'Teen']",3657,17162,1122617,66,375829873,9780375829870.0,Robert Cormier,1974,The Chocolate War,"The Chocolate War (Chocolate War, #1)",eng,3.48,31633,33735,2583,1877,4015,10535,10799,6509,https://images.gr-assets.com/books/1333120554m/17162.jpg,https://images.gr-assets.com/books/1333120554s/17162.jpg,"['YoungAdult', 'Fiction', 'Classics', 'RealisticFiction', 'Literature', 'BannedBooks', 'YoungAdult', 'Teen']"
17231,"Meet Dexter Morgan, a polite wolf in sheep's clothing. He's handsome and charming, but something in his past has made him abide by a different set of rules. He's a serial killer whose one golden rule makes him immensely likeable: he only kills bad people. And his job as a blood splatter expert for the Miami police department puts him in the perfect position to identify his victims. But when a series of brutal murders bearing a striking similarity to his own style start turning up, Dexter is caught between being flattered and being frightened—of himself or some other fiend.","['Fiction', 'Mystery', 'Mystery', 'Crime', 'Thriller', 'Horror']",526,17231,2113743,95,307277887,9780307277890.0,Jeff Lindsay,2004,Darkly Dreaming Dexter,"Darkly Dreaming Dexter (Dexter, #1)",eng,3.89,150055,157862,5656,4689,10180,35941,53459,53593,https://images.gr-assets.com/books/1334404607m/17231.jpg,https://images.gr-assets.com/books/1334404607s/17231.jpg,"['Fiction', 'Mystery', 'Mystery', 'Crime', 'Thriller', 'Horror']"
17309,"""For we do not wrestle against flesh and blood, but against the rulers, against the authorities, against the cosmic powers over this present darkness, against the spiritual forces of evil in the heavenly places."" Ephesians 6:12Ashton is just a typical small town. But when a skeptical reporter and a prayerful, hardworking pastor begin to investigate mysterious events, they suddenly find themselves caught up in a hideous New Age plot to enslave the townspeople, and eventually the entire human race. The physical world meets the spiritual realm as the battle rages between forces of good and evil.This Present Darkness is a gripping story that brings keen insight into spiritual warfare and the necessity of prayer. Since its original publication more than 2.7 million copies have been sold. The companion volume, Piercing the Darkness, continues the story of the battle between spiritual forces.","['Christian Fiction', 'Fiction', 'Christian', 'Fantasy']",1218,17309,2298572,40,1581345283,9781581345280.0,Frank E. Peretti,1986,This Present Darkness,"This Present Darkness (Darkness, #1)",eng,4.24,71815,74070,1576,1574,2825,10154,21084,38433,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['ChristianFiction', 'Fiction', 'Christian', 'Fantasy']"
17683,"Paranormal investigations are Harry Dresden’s business and Chicago is his beat, as he tries to bring law and order to a world of wizards and monsters that exists alongside everyday life. And though most inhabitants of the Windy City don’t believe in magic, the Special Investigations Department of the Chicago PD knows better. Karrin Murphy is the head of S. I. and Harry’s good friend. So when a killer vampire threatens to destroy Murphy’s reputation unless Harry does her bidding, he has no choice. The vampire wants the Word of Kemmler (whatever that is) and all the power that comes with it. Now, Harry is in a race against time—and six merciless necromancers—to find the Word before Chicago experiences a Halloween night to wake the dead...","['Fantasy', 'Fiction', 'Mystery', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Paranormal']",1340,17683,6614452,30,045146091X,9780451460910.0,Jim Butcher,2005,Dead Beat,"Dead Beat (The Dresden Files, #7)",eng,4.43,78123,84049,2618,74,494,7436,30945,45100,https://images.gr-assets.com/books/1345667776m/17683.jpg,https://images.gr-assets.com/books/1345667776s/17683.jpg,"['Fantasy', 'Fiction', 'Mystery', 'Fantasy', 'UrbanFantasy', 'Fantasy', 'Paranormal']"
17780,"""With its huge, scarred head halfway out of the water and its tail beating the ocean into a white-water wake more than forty feet across, the whale approached the ship at twice its original speed - at least six knots. With a tremendous cracking and splintering of oak, it struck the ship just beneath the anchor secured at the cat-head on the port bow..."" In the Heart of the Sea brings to new life the incredible story of the wreck of the whaleship Essex - an event as mythic in its own century as the Titanic disaster in ours, and the inspiration for the climax of Moby-Dick. In a harrowing page-turner, Nathaniel Philbrick restores this epic story to its rightful place in American history.In 1820, the 240-ton Essex set sail from Nantucket on a routine voyage for whales. Fifteen months later, in the farthest reaches of the South Pacific, it was repeatedly rammed and sunk by an eighty-ton bull sperm whale. Its twenty-man crew, fearing cannibals on the islands to the west, made for the 3,000-mile-distant coast of South America in three tiny boats. During ninety days at sea under horrendous conditions, the survivors clung to life as one by one, they succumbed to hunger, thirst, disease, and fear.Philbrick interweaves his account of this extraordinary ordeal of ordinary men with a wealth of whale lore and with a brilliantly detailed portrait of the lost, unique community of Nantucket whalers. Impeccably researched and beautifully told, the book delivers the ultimate portrait of man against nature, drawing on a remarkable range of archival and modern sources, including a long-lost account by the ship's cabin boy.At once a literary companion and a page-turner that speaks to the same issues of class, race, and man's relationship to nature that permeate the works of Melville, In the Heart of the Sea will endure as a vital work of American history.","['Nonfiction', 'History', 'Adventure', 'Historical', 'Adventure', 'Survival']",1514,17780,1640941,86,141001828,9780141001820.0,Nathaniel Philbrick,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,61145,4593,743,1672,9369,24755,24606,https://images.gr-assets.com/books/1335902168m/17780.jpg,https://images.gr-assets.com/books/1335902168s/17780.jpg,"['Nonfiction', 'History', 'Adventure', 'Historical', 'Adventure', 'Survival']"
